epoch,accuracy,loss,val_accuracy,val_loss
0,0.708000004291534,0.572299599647522,0.670000016689301,0.572638154029846
1,0.731000006198883,0.529541015625,0.740000009536743,0.55690461397171
2,0.813000023365021,0.476742893457413,0.666666686534882,0.605621457099915
3,0.823000013828278,0.379757821559906,0.716666638851166,0.58259129524231
4,0.84799998998642,0.322739034891129,0.753333330154419,0.686489462852478
5,0.882000029087067,0.247624754905701,0.730000019073486,0.801084339618683
6,0.899999976158142,0.213733330368996,0.75,0.894614994525909
7,0.924000024795532,0.165203437209129,0.756666660308838,1.03097474575043
8,0.927999973297119,0.153798341751099,0.75,1.32760512828827
9,0.939999997615814,0.123110845685005,0.75,1.39679133892059
0,0.492000013589859,0.7373659014701843,0.5,0.6931666135787964
1,0.4819999933242798,0.7010655999183655,0.5,0.6931748390197754
2,0.48100000619888306,0.699595034122467,0.5,0.6931508779525757
3,0.4860000014305115,0.6956201791763306,0.5,0.6954812407493591
4,0.4620000123977661,0.6969245076179504,0.5,0.6931806206703186
5,0.4909999966621399,0.6941854357719421,0.5,0.6931461095809937
6,0.48500001430511475,0.694007158279419,0.5,0.695835530757904
7,0.49300000071525574,0.6973996162414551,0.5,0.6932411193847656
8,0.49900001287460327,0.6955623030662537,0.5,0.6933144927024841
9,0.4860000014305115,0.6938962340354919,0.5,0.693208634853363
0,0.2524639964103699,2.1013400554656982,0.3098159432411194,1.9367271661758423
0,0.2714177370071411,2.041973114013672,0.3098159432411194,1.9303302764892578
1,0.2911296486854553,1.9731515645980835,0.3098159432411194,1.9418340921401978
2,0.30705079436302185,1.9398235082626343,0.20245398581027985,1.9224342107772827
3,0.28733888268470764,1.928741693496704,0.20858895778656006,1.910567045211792
4,0.30022743344306946,1.8801695108413696,0.3220858871936798,1.8320558071136475
5,0.31008338928222656,1.8461941480636597,0.3220858871936798,1.833648443222046
6,0.31084156036376953,1.8285503387451172,0.2760736048221588,1.8368316888809204
7,0.3161486089229584,1.7816553115844727,0.3220858871936798,1.7375961542129517
8,0.3184230625629425,1.7701417207717896,0.34355828166007996,1.7210516929626465
9,0.3229719400405884,1.74817955493927,0.3680981695652008,1.7318906784057617
10,0.32373011112213135,1.7403546571731567,0.32822084426879883,1.6745599508285522
11,0.31766489148139954,1.703643798828125,0.03987729921936989,11.436695098876953
12,0.32373011112213135,1.689467430114746,0.32822084426879883,1.683903455734253
13,0.33055344223976135,1.6861631870269775,0.3711656332015991,1.6325525045394897
14,0.3396512567996979,1.646687388420105,0.349693238735199,1.622001051902771
15,0.3631539046764374,1.6379127502441406,0.349693238735199,1.717703938484192
16,0.35102349519729614,1.6134623289108276,0.3527607321739197,1.6588548421859741
17,0.3449583053588867,1.5929676294326782,0.38036808371543884,1.6139805316925049
18,0.36012130975723267,1.5838675498962402,0.3527607321739197,1.5963022708892822
19,0.37073540687561035,1.5736089944839478,0.39263802766799927,1.5166654586791992
20,0.3851402699947357,1.5450830459594727,0.38036808371543884,1.489717960357666
21,0.3684609532356262,1.5268635749816895,0.38036808371543884,1.4801521301269531
22,0.38362395763397217,1.525349736213684,0.3619631826877594,1.520725965499878
23,0.4063684642314911,1.5041674375534058,0.43558281660079956,1.443345308303833
24,0.40030327439308167,1.4818825721740723,0.4049079716205597,1.4241400957107544
25,0.4192570149898529,1.4677059650421143,0.42638036608695984,1.452064871788025
26,0.3957543671131134,1.4845844507217407,0.4202454090118408,1.4432038068771362
27,0.4260803759098053,1.455260157585144,0.4877300560474396,1.396303653717041
28,0.4404852092266083,1.4346668720245361,0.47546011209487915,1.3843791484832764
