epoch,accuracy,loss,val_accuracy,val_loss
0,0.2577710449695587,2.0587074756622314,0.1319018453359604,2.0119528770446777
0,0.26611068844795227,2.0243027210235596,0.1319018453359604,2.1183817386627197
0,0.26383623480796814,1.975080966949463,0.3098159432411194,1.9989588260650635
1,0.28279000520706177,1.9412611722946167,0.3251533806324005,1.9486750364303589
2,0.2820318341255188,1.9232430458068848,0.30061349272727966,1.8662056922912598
3,0.29340410232543945,1.9082221984863281,0.3220858871936798,1.8311737775802612
4,0.32069748640060425,1.8419981002807617,0.33742332458496094,1.8276320695877075
5,0.3222137987613678,1.8194706439971924,0.3251533806324005,1.7855457067489624
6,0.31766489148139954,1.8086858987808228,0.3527607321739197,1.8061068058013916
7,0.3214556574821472,1.772129774093628,0.30674847960472107,1.8426107168197632
8,0.31084156036376953,1.756131887435913,0.33742332458496094,1.7432066202163696
9,0.32448825240135193,1.7299014329910278,0.3251533806324005,1.6693165302276611
10,0.31008338928222656,1.7132251262664795,0.3220858871936798,1.6656947135925293
11,0.3290371596813202,1.7080824375152588,0.3098159432411194,1.7627683877944946
12,0.32979530096054077,1.694894552230835,0.34355828166007996,1.7019052505493164
13,0.32448825240135193,1.7023420333862305,0.32822084426879883,1.6705998182296753
14,0.3282789885997772,1.671771764755249,0.3527607321739197,1.6296275854110718
15,0.3320697546005249,1.6587717533111572,0.3159509301185608,1.6228439807891846
16,0.32069748640060425,1.6542917490005493,0.34049078822135925,1.6443099975585938
17,0.31690675020217896,1.6668301820755005,0.33128833770751953,1.5958999395370483
18,0.32373011112213135,1.6294758319854736,0.34662577509880066,1.5716489553451538
19,0.34040939807891846,1.619095802307129,0.34049078822135925,1.5959609746932983
20,0.34723275899887085,1.5826914310455322,0.3650306761264801,1.545218586921692
21,0.356330543756485,1.5889636278152466,0.34662577509880066,1.6682864427566528
22,0.3661864995956421,1.5580220222473145,0.33435583114624023,1.662178635597229
23,0.34799090027809143,1.574857473373413,0.34355828166007996,1.5739325284957886
24,0.3730098605155945,1.5396562814712524,0.4049079716205597,1.5278728008270264
25,0.38438209891319275,1.5267753601074219,0.44171780347824097,1.4987308979034424
26,0.3866565525531769,1.5281181335449219,0.401840478181839,1.5190869569778442
27,0.4094010591506958,1.5160402059555054,0.39263802766799927,1.4568759202957153
28,0.40030327439308167,1.5019872188568115,0.4202454090118408,1.4614746570587158
29,0.4018195569515228,1.4782471656799316,0.42638036608695984,1.449143886566162
